month,is_complete_period,available_at,source_status,strict_backtest_eligible,pca_001,pca_002,pca_003,pca_004,pca_005,pca_006,pca_007,pca_008,pca_009,pca_010,pca_011,pca_012,pca_013,pca_014,pca_015,pca_016,pca_017,pca_018,pca_019,pca_020,pca_021,pca_022,pca_023,pca_024,pca_025,pca_026,pca_027,pca_028,pca_029,pca_030,pca_031,pca_032
2020-05-01,True,,legacy_unknown_provenance,False,-0.34593484,-0.109488055,0.0482655,-0.002835129,0.18454811,0.085366674,0.005639478,0.13662286,0.083448105,0.07768153,0.08551718,-0.070302494,0.07460627,-0.036034267,-0.026225654,0.092804946,-0.041541055,-0.06795393,-0.016135577,0.03891036,0.002695306,-0.043932784,0.013616512,-0.04179358,-0.02695018,-0.051338974,-0.034991845,-0.07786042,0.021917205,-0.033257782,-0.08006279,-0.004504157
2020-06-01,True,,legacy_unknown_provenance,False,-0.17641078,0.11622147,-0.07321422,0.3916099,0.06555914,0.11004334,-0.072380826,0.033378962,-0.037575554,-0.11556731,0.0922157,-0.015899513,-0.055601567,0.013032708,-0.062059175,0.001341017,-0.112012684,-0.000770829,-0.018599477,0.0681527,0.05596608,-0.077566795,0.019008946,-0.068779245,-0.013343096,-0.048878025,-0.026884818,-0.028470926,0.020509465,0.03214592,-0.012255833,-0.026030743
2020-07-01,True,,legacy_unknown_provenance,False,-0.2157759,-0.029628865,-0.064740546,0.29068318,0.030700667,0.021410013,-0.14096093,0.15411249,0.021924956,-0.16121477,0.026447967,0.07811863,0.025505291,0.07213862,0.044780243,-0.012741705,-0.027761808,-0.039211452,-0.03978816,0.038617082,0.040605918,-0.11162627,0.047980275,-0.050399985,-0.06586446,0.012191228,0.04500041,-0.025748901,-0.005173979,0.002979633,-0.002383455,-0.013503791
2020-08-01,True,,legacy_unknown_provenance,False,-0.20805727,0.19227882,0.018951306,-0.04196321,-0.13529874,-0.069560945,-0.123943865,0.08094601,0.034196094,0.05709558,-0.0461337,-0.016340418,-0.022898924,-0.102070495,-0.14337839,-0.024527848,-0.06434215,-0.11779992,-0.05422592,0.094993874,0.017467868,-0.071276434,0.11549707,0.014829026,0.12796542,-0.00301163,-0.025735674,-0.022507377,0.001729958,0.045229882,-0.023492863,0.07508013
2020-09-01,True,,legacy_unknown_provenance,False,0.27205536,0.13226405,0.041142654,0.2502142,0.025317788,-0.031477485,-0.10912737,-0.000752736,0.060940843,0.080524236,0.081170514,0.054827422,0.015178361,0.053764958,-0.10002092,-0.06189027,0.011964939,0.023419585,-0.07267839,0.15636547,-0.0866111,-0.025377488,0.13649653,-0.040981576,0.051350802,0.09747484,0.005772078,0.02257973,-0.080721825,-0.033405073,0.045168564,0.012504537
2020-10-01,True,,legacy_unknown_provenance,False,0.19486333,0.2385308,0.014417017,-0.115994535,-0.12420661,-0.13688469,-0.022640347,-0.031483587,0.08485013,-0.0186684,0.013933097,-0.062297788,0.071935974,-0.17408796,0.046077583,-0.070971735,-0.2082884,-0.0818865,-0.11261656,-0.009545829,-0.03620537,-0.13097082,0.048779447,-0.032730233,0.12359643,0.1330664,-0.07131214,-0.15171985,0.07581238,-0.038373128,0.025328444,-0.005476527
2020-11-01,True,,legacy_unknown_provenance,False,0.15750754,-0.35531452,-0.102861464,-0.047645476,-0.18852106,-0.24058515,0.13244481,0.12066777,-0.07021253,-0.1278383,0.0624854,0.03496413,-0.20791318,-0.119276896,-0.010299183,0.062055744,0.09281694,-0.102665715,-0.13190943,0.042719707,-0.06279652,-0.06473125,0.08038863,-0.053072702,-0.04303136,-0.05156009,-0.04063543,-0.0186398,-0.000651818,0.000706153,0.025385799,-0.024736062
2020-12-01,True,,legacy_unknown_provenance,False,0.19537371,-0.19619153,-0.063921966,0.28154865,0.030071592,-0.032711968,0.029558022,0.14405242,-0.2043013,-0.07111033,-0.020340014,-0.06340049,0.012098399,0.008477809,-0.09565777,0.006071464,-0.057675026,-0.07149027,-0.101924084,0.098539405,-0.030983677,-0.073977314,0.04185066,0.03714046,-0.085807174,-0.012583401,0.040049337,-0.024575813,0.062256582,-0.1198426,0.01972372,0.06084197
2021-01-01,True,,legacy_unknown_provenance,False,0.19176692,-0.26703322,0.34289113,0.007903649,-0.083528705,0.121701576,0.18473247,-0.07244821,-0.108368315,-0.049174383,-0.010431454,-0.048029825,0.015754893,-0.04306594,-0.08945365,0.13600722,0.14243208,-0.025706181,0.059611186,0.07594498,0.012728265,-0.045508474,-0.013882455,0.00855328,0.006103835,0.11644575,0.001819732,0.006518763,0.07179373,-0.018395869,-0.013293864,0.01225649
2021-02-01,True,,legacy_unknown_provenance,False,0.10764179,-0.2617632,-0.24202013,-0.17852145,0.010329616,-0.0604252,0.04967909,-0.14004855,-0.034522634,-0.04154967,-0.10530986,0.05212738,-0.011758773,-0.03857058,-0.033670872,0.081676476,-0.05659599,0.13003866,0.10528251,0.11302154,0.002084313,-0.015531548,0.031662714,0.022341209,-0.027038058,0.062147263,-0.103993975,0.007729694,-0.07728687,0.025491044,-0.053523604,-0.057823293
