output_root,run_dir,comparison_path,model,model_type,architecture,algo_base,graph_builder,graph_transform,objective,class_weight,feature_set,horizon,lookback,train_window_mode,min_train_periods,max_train_periods,pred_rows,agent_status,agent_pass,BalancedAcc,AUC,AP,DirAcc,R2_health,pred_constant_flag,health_flag,robust30_flag
graph_official_framework_top_20260708_235757,graphfw_random_forest_100_corr_abs_top8_smooth_only_with_pca_lb6_h1,/root/corn_spike_sota/outputs/graph_official_framework_top_20260708_235757/graphfw_random_forest_100_corr_abs_top8_smooth_only_with_pca_lb6_h1/comparison.csv,graphfw_random_forest_100_corr_abs_top8_smooth_only_with_pca_lb6_h1,graph_official_pool,,random_forest_100,corr_abs_top8,smooth_only,,,with_pca,1,6,expanding,24,,91,no_signal,False,0.4429,0.4284,0.428,0.4396,-0.0274,False,True,True
graph_official_framework_shortlookback_20260709_000325,graphfw_bagging_tree_group_prefix_graph_stats_with_pca_lb2_h2,/root/corn_spike_sota/outputs/graph_official_framework_shortlookback_20260709_000325/graphfw_bagging_tree_group_prefix_graph_stats_with_pca_lb2_h2/comparison.csv,graphfw_bagging_tree_group_prefix_graph_stats_with_pca_lb2_h2,graph_official_pool,,bagging_tree,group_prefix,graph_stats,,,with_pca,2,2,expanding,24,,93,no_signal,False,0.4429,0.3573,0.4816,0.4839,-0.0693,False,True,True
graph_official_extra_transforms_shortlookback_20260709_0627,graphfw_random_forest_balanced_corr_abs_top5_raw_residual_no_pca_lb2_h1,/root/corn_spike_sota/outputs/graph_official_extra_transforms_shortlookback_20260709_0627/graphfw_random_forest_balanced_corr_abs_top5_raw_residual_no_pca_lb2_h1/comparison.csv,graphfw_random_forest_balanced_corr_abs_top5_raw_residual_no_pca_lb2_h1,graph_official_pool,,random_forest_balanced,corr_abs_top5,raw_residual,,,no_pca,1,2,expanding,24,,95,no_signal,False,0.4428,0.484,0.5244,0.4421,-0.0881,False,True,True
graph_official_extra_transforms_shortlookback_20260709_0627,graphfw_random_forest_balanced_glasso_alpha05_raw_residual_no_pca_lb2_h1,/root/corn_spike_sota/outputs/graph_official_extra_transforms_shortlookback_20260709_0627/graphfw_random_forest_balanced_glasso_alpha05_raw_residual_no_pca_lb2_h1/comparison.csv,graphfw_random_forest_balanced_glasso_alpha05_raw_residual_no_pca_lb2_h1,graph_official_pool,,random_forest_balanced,glasso_alpha05,raw_residual,,,no_pca,1,2,expanding,24,,95,no_signal,False,0.4428,0.484,0.5244,0.4421,-0.0881,False,True,True
graph_official_extra_transforms_shortlookback_20260709_0627,graphfw_xgboost_gbtree_corr_abs_top8_centrality_pool_no_pca_lb2_h1,/root/corn_spike_sota/outputs/graph_official_extra_transforms_shortlookback_20260709_0627/graphfw_xgboost_gbtree_corr_abs_top8_centrality_pool_no_pca_lb2_h1/comparison.csv,graphfw_xgboost_gbtree_corr_abs_top8_centrality_pool_no_pca_lb2_h1,graph_official_pool,,xgboost_gbtree,corr_abs_top8,centrality_pool,,,no_pca,1,2,expanding,24,,95,no_signal,False,0.4428,0.473,0.5146,0.4421,-0.1266,False,False,True
graph_official_framework_shortlookback_20260709_000325,graphfw_random_forest_100_knn_cosine_top5_graph_stats_with_pca_lb2_h1,/root/corn_spike_sota/outputs/graph_official_framework_shortlookback_20260709_000325/graphfw_random_forest_100_knn_cosine_top5_graph_stats_with_pca_lb2_h1/comparison.csv,graphfw_random_forest_100_knn_cosine_top5_graph_stats_with_pca_lb2_h1,graph_official_pool,,random_forest_100,knn_cosine_top5,graph_stats,,,with_pca,1,2,expanding,24,,95,no_signal,False,0.4428,0.4286,0.4474,0.4421,-0.0796,False,True,True
graph_official_framework_shortlookback_20260709_000325,graphfw_decision_tree_gini_group_prefix_graph_stats_with_pca_lb2_h1,/root/corn_spike_sota/outputs/graph_official_framework_shortlookback_20260709_000325/graphfw_decision_tree_gini_group_prefix_graph_stats_with_pca_lb2_h1/comparison.csv,graphfw_decision_tree_gini_group_prefix_graph_stats_with_pca_lb2_h1,graph_official_pool,,decision_tree_gini,group_prefix,graph_stats,,,with_pca,1,2,expanding,24,,95,no_signal,False,0.4428,0.4111,0.4575,0.4421,-0.7893,False,False,True
graph_official_framework_shortlookback_20260709_000325,graphfw_ada_boost_tree_group_prefix_graph_stats_with_pca_lb2_h2,/root/corn_spike_sota/outputs/graph_official_framework_shortlookback_20260709_000325/graphfw_ada_boost_tree_group_prefix_graph_stats_with_pca_lb2_h2/comparison.csv,graphfw_ada_boost_tree_group_prefix_graph_stats_with_pca_lb2_h2,graph_official_pool,,ada_boost_tree,group_prefix,graph_stats,,,with_pca,2,2,expanding,24,,93,no_signal,False,0.4427,0.4599,0.6019,0.4731,-0.1032,False,False,True
graph_official_framework_shortlookback_20260709_000325,graphfw_knn_9_distance_corr_abs_top8_smooth_only_no_pca_lb1_h2,/root/corn_spike_sota/outputs/graph_official_framework_shortlookback_20260709_000325/graphfw_knn_9_distance_corr_abs_top8_smooth_only_no_pca_lb1_h2/comparison.csv,graphfw_knn_9_distance_corr_abs_top8_smooth_only_no_pca_lb1_h2,graph_official_pool,,knn_9_distance,corr_abs_top8,smooth_only,,,no_pca,2,1,expanding,24,,94,no_signal,False,0.4427,0.4192,0.5348,0.4681,-0.1281,False,False,True
graph_official_framework_shortlookback_20260709_000325,graphfw_hist_gradient_boosting_group_prefix_graph_stats_no_pca_lb1_h2,/root/corn_spike_sota/outputs/graph_official_framework_shortlookback_20260709_000325/graphfw_hist_gradient_boosting_group_prefix_graph_stats_no_pca_lb1_h2/comparison.csv,graphfw_hist_gradient_boosting_group_prefix_graph_stats_no_pca_lb1_h2,graph_official_pool,,hist_gradient_boosting,group_prefix,graph_stats,,,no_pca,2,1,expanding,24,,94,no_signal,False,0.4427,0.3889,0.5024,0.4681,-0.143,False,False,True
